aba,feature,veredito,sinal,sinal_espera,sinal_escopo,gtk_onde,html_onde,gtk_faz,html_faz,porque
08-conexoes,Selo/veredito GLOBAL do Check-up,IGUAL,"data-campo=""veredito""",PRESENTE,LADO-HTML,src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:843 · src/hefesto_dualsense4unix/integrations/exame_da_mesa.py:695,src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py:801 · src/hefesto_dualsense4unix/interface/aba08.py:1512 · mockup/08-conexoes.html:2077,"Um selo no topo da seção com o glifo, a cor do estado MAIS GRAVE (`exame_da_mesa.veredito` sobre os itens não calados) e a frase de `ordens_da_mesa.cabecalho()`, que conta quanta coisa foi conferida.","Uma linha no TOPO do Check-up, acima das duas colunas, com a frase de `ordens_da_mesa.cabecalho()` e a cor do estado mais grave — `secao_exame.o_mais_grave` sobre `exame_da_mesa.veredito()` dos itens que ela NÃO calou. A cor entra por um interruptor invisível por estado (`ENDERECO_DO_VEREDITO`), porque o alvo `classe` do piloto acende UMA classe por elemento.","FECHOU em 04/09/2026 — **S-09, decisão D-16 dela**: *""Uma linha de veredito no topo.""*, *""Na cor do pior achado.""* Os dois lados perguntam aos MESMOS dois donos, e nenhuma frase nasce na tela. Medido na bancada dela com os dois DualSense no cabo: o arquivo do desenho diz `1 mudança recomendada` e a TELA mostra `2 mudanças recomendadas`, em laranja — o produto escreveu. || A DIFERENÇA QUE SOBRA É DECISÃO DELA, não gap: a GTK põe um `[Ver]` no cabeçalho para as ordens caladas, e ela tirou os quatro botões do Check-up em 31/08. Isso já é a linha 'Reabrir uma ordem ignorada', que continua aberta. || DECIDIDO em 04/09/2026 — No cabeçalho, ao lado de ""Examinado"". É a D-16. Onde está escrito: `docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md` §2 `08[01]`, sobre a pergunta [01] de `docs/process/sprints/2026-09-04-DECISOES-DELA-08-conexoes.md`. Não espera mais palavra dela."
08-conexoes,Palavra do selo por linha (CERTO / AJUSTAR / NOTA),IGUAL,SELO_DO_ESTADO,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py,src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:1138 · src/hefesto_dualsense4unix/gui/aba_conexoes.py:684,src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py:401 · src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py:943,"Traduz os quatro estados do `Item` em glifo+cor por linha da grade, com o mapa da camada de tela.","Lê o MESMO `SELO_DO_ESTADO` e emite a palavra por linha, na lista `selo`.","É literalmente o mesmo dicionário, importado de `gui/aba_conexoes.SELO_DO_ESTADO` pelos dois lados. Inclusive a NOTA do `nao_sei` chega igual."
08-conexoes,A QUARTA cor do selo — `problema` não pode parecer `atencao`,IGUAL,.selo.grave,PRESENTE,LADO-HTML,src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:677 · src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:767,src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py:833 · src/hefesto_dualsense4unix/interface/aba08.py:802 · src/hefesto_dualsense4unix/interface/aba08.py:810 · src/hefesto_dualsense4unix/interface/paginas/08-conexoes.html:1557,`COR[ESTADO_PROBLEMA]` é distinta de `COR[ESTADO_ATENCAO]` — as quatro têm cor própria na grade e nos cards.,"As QUATRO cores existem e são distintas: `ENDERECO_DO_ESTADO` dá um endereço por estado (`selo-certo`, `selo-atencao`, `selo-estado`, `selo-nao-sei`) porque o alvo `classe` acende UMA classe por elemento, e `problema` fica na própria pílula com a regra `.selo.grave` — o VERMELHO, separado do laranja de `atencao`. Medido na página publicada: 6 `data-hef-quando=""problema""` e 6 `data-hef-quando=""atencao""`.","FATO DERRUBADO em 04/09/2026: a página publicada tem **5** `data-campo=""selo-estado""`, **20** `data-hef-alvo=""classe""` e **6** `data-hef-quando=""problema""`, e é byte-idêntica ao `mockup/08-conexoes.html`. A contagem de 0 e 0 valia antes da publicação da madrugada. **VEREDITO A REMEDIR:** o `sinal` é `COR[ESTADO_ATENCAO]`, símbolo da GTK — o portão não enxerga esta dívida fechar pelo endereço de tela. Medir o ATO. A frase que segue descrevia o defeito enquanto ele existia: `problema` e `atencao` caíam na MESMA pílula laranja na tela dela — o defeito que a decisão de 02/09 (""o que está quebrado agora não pode parecer igual ao que só podia estar melhor"") mandou fechar. A cura está escrita e não está na tela. [noqa-acento: os literais sem acento nesta linha são CÓDIGO — o valor do atributo, o nome da função ou a chave do estado. Acentuá-los quebraria o casamento com o fonte.] || O BALDE PUBLICAR ESTÁ VAZIO — medido em 04/09/2026 com `scripts/check_o_desenho_aprovado.py`: ""o produto já tem 13 · o produto está atrás 0"". As treze páginas foram publicadas na madrugada; esta linha não espera mais o `--publicar` dela. || FECHADA em 06/09/2026 pela PARIDADE-REMEDIR-01, que é o que a própria célula pedia (""VEREDITO A REMEDIR … Medir o ATO""). O sinal deixa de ser `COR[ESTADO_ATENCAO]` — símbolo da GTK, que o portão nunca veria chegar — e passa a ser a regra de estilo que PINTA a quarta cor no lado HTML: se ela sair, a régua reprova. IGUAL: os dois lados dão cor própria a `problema` e não deixam ele parecer `atencao`, que era a decisão de 02/09."
08-conexoes,O texto de cada linha do exame,DIFERENTE,html_do_exame,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py,src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:619 · src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:1177,src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py:986 · src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py:544,"A linha da grade mostra o `Item.rotulo` — o NOME da conferência —, com o `porque` e a cura escondidos no tooltip.",A linha mostra o `Item.porque` — a MEDIÇÃO em uma frase; o rótulo vira a primeira metade do `?`.,"São escolhas opostas sobre o mesmo dado, e a do HTML é a que o dono manda (`gui/aba_conexoes.html_do_exame`: ""o texto é o `porque` […] nunca o rótulo""). DIFERENTE-para-melhor no HTML; a GTK continua mostrando o nome do exame onde o desenho promete o achado."
08-conexoes,O `?` de cada linha (por que importa + o que fazer),DIFERENTE,set_tooltip_text,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py,src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:327 · src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:767,src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py:428 · src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py:992,"O tooltip da linha traz TRÊS metades — o `DICAS_DAS_LINHAS`, o `Item.porque` e o `PREFIXO_DA_CURA`+`cura` —, e ALÉM disso a cura de conferência ganha um CARD visível na zona de cima.","O `?` traz DUAS metades (a dica da regra e a cura), porque a linha já mostra a medição. Não há card de cura: a cura só existe no hover.","A dica em si é equivalente e vem das mesmas constantes. O que diverge é o CARD DE CURA: a GTK o criou em 25/08 exatamente porque ""a cura de quatro das cinco conferências chegava à tela SÓ dentro de um `set_tooltip_text`"" — e é nesse estado que o HTML está hoje. Quem não passar o mouse não descobre o que fazer. || DECIDIDO em 04/09/2026 — Cartão de cura na coluna da direita. Onde está escrito: `docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md` §2 `08[03]`, sobre a pergunta [03] de `docs/process/sprints/2026-09-04-DECISOES-DELA-08-conexoes.md`. Não espera mais palavra dela."
08-conexoes,"O carimbo ""Examinado há …""",DIFERENTE,frase_de_quando,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py,src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:311 · src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:1023,src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py:490 · src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py:1699 · src/hefesto_dualsense4unix/interface/paginas/08-conexoes.html:1492,Escreve `frase_de_quando(idade)` a partir do `time.time()` do último exame — e esse exame acontece toda vez que ela entra na aba.,"Escreve ""Examinado "" + a MESMA `frase_de_quando`, mas o relógio (`_QUANDO_O_EXAME`) só anda no botão Examinar Portas; antes do primeiro clique responde ""agora mesmo"".","Mesma frase, relógio diferente — e ele mede coisas diferentes: na GTK a idade é do exame de CINCO linhas; no HTML é a do exame COMPLETO, enquanto as três linhas que a tela mostra são refeitas a cada 500 ms. O ""agora mesmo"" inicial é honesto sobre as três, e cala sobre as duas que não rodaram."
08-conexoes,Card de ORDEM DE SERVIÇO (o imperativo e as três linhas com selo de procedência),DIFERENTE,_desenhar_o_que_fazer,PRESENTE,LADO-HTML,src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:677 · src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:789,src/hefesto_dualsense4unix/interface/paginas/08-conexoes.html:1534 · src/hefesto_dualsense4unix/gui/aba_conexoes.py:711,"Desenha um card por ordem: o imperativo em negrito, as TRÊS linhas de `ROTULOS_DA_ORDEM` (""O que eu vi aqui"", ""Por que importa"", ""Ganho esperado"") cada uma com o selo de procedência, e os dois botões.","A coluna direita do Check-up (`.col-ordem`) é HTML fixo do mockup: ""Mova o adaptador Bluetooth da Entrada 3 para a Entrada 9"", com receita e ganho cravados. Nenhum pacote a repinta.","03/09/2026 — A DÍVIDA FECHOU e o dado envelheceu no mesmo minuto: o símbolo `_desenhar_o_que_fazer` APARECEU no lado HTML, posto pela leva do gap. DIFERENTE, e NÃO `IGUAL`, de propósito: o símbolo existir prova que o HTML passou a fazer algo, não que ele faça o MESMO que a GTK. Chamar de IGUAL sem medir seria a maquiagem que esta régua existe para impedir — remeça a feature e reescreva a linha. || Conferi os `blocos` que o pacote troca: só `.mm-faces` e `.mm-lista` (a08_conexoes.py:938). `html_da_ordem` só tem um chamador — `aba_conexoes.pintura:935` —, e `pintura()` só é chamada por `interface/conexoes_vivas.py:327`, que é o piloto de bancada de UMA aba, não o produto (`interface.sh` → `run.sh --gui` → `hefesto_vivo.py`). Na tela dela, a ordem de serviço é uma frase de exemplo apresentada como diagnóstico da máquina dela. || DECIDIDO em 04/09/2026 — Só nas frases que não foram medidas aqui. Onde está escrito: `docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md` §2 `08[04]`, sobre a pergunta [04] de `docs/process/sprints/2026-09-04-DECISOES-DELA-08-conexoes.md`. Não espera mais palavra dela. || DECIDIDO em 04/09/2026 — Um ""+N"" no fim de cada lista. A diferença entre não mostrar e esconder. Onde está escrito: `docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md` §2 `08[07]`, sobre a pergunta [07] de `docs/process/sprints/2026-09-04-DECISOES-DELA-08-conexoes.md`. Não espera mais palavra dela."
08-conexoes,"Botão ""Já movi — reexaminar"" (comparar o arranjo de antes com o de agora)",FALTA_NO_HTML,FRASE_DA_RESPOSTA,AUSENTE,LADO-HTML,src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:730 · src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:931 · src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:941,src/hefesto_dualsense4unix/interface/paginas/08-conexoes.html:1557,"Refaz o exame e compara o arranjo, respondendo uma das quatro frases de `FRASE_DA_RESPOSTA`; a resposta FICA na tela até o exame seguinte.","Não existe. A página tem só ""Examinar Portas"", e ele não compara nada — só refaz.","`ordens_da_mesa.resposta_ao_ja_movi` existe e é chamada só pela GTK. O HTML não tem gesto para ela — não está sequer em `SEM_GESTO`, porque o botão não está no desenho. || SAI DO BALDE DESENHO em 04/09/2026, sem virar pergunta: Ela já decidiu em 31/08: *""não faz sentido termos o examinar e o reexaminar""*. A régua o marca como falta porque só sabe comparar com a janela antiga. Registrado em `docs/process/sprints/2026-09-04-DECISOES-DELA-08-conexoes.md`, seção 'Não são decisão dela'. || CONFERIDA em 06/09/2026 pela PARIDADE-REMEDIR-01 e MANTIDA como FALTA_NO_HTML: a `CONEXOES-LIGAR-TUDO-01` mediu os dezesseis itens da 08 e este não fechou. Continua sendo escolha dela de 31/08 (*""não faz sentido termos o examinar e o reexaminar""*), e não dívida a pagar — mas o HTML não faz o ato, então DIFERENTE seria afirmar o que a tela não tem."
08-conexoes,⊘ Ignorar uma ordem de serviço,DIFERENTE,ordens_dispensadas,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py,src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:959 · src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:977,src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py:1702 · src/hefesto_dualsense4unix/interface/paginas/08-conexoes.html:1503 · src/hefesto_dualsense4unix/interface/paginas/08-conexoes.html:1509 · src/hefesto_dualsense4unix/interface/paginas/08-conexoes.html:1515 · src/hefesto_dualsense4unix/interface/paginas/08-conexoes.html:1521 · src/hefesto_dualsense4unix/interface/paginas/08-conexoes.html:1527,"O card de ordem traz `[Ignorar]`, que ACUMULA a dispensa em `host._maquina_pendente` chaveada pelo ARRANJO; quem grava é o ""Aplicar"" do rodapé. A dispensa também some do veredito do topo.","Todas as cinco linhas do Check-up têm o ⊘. Ele grava `machine_declare` NA HORA, recusa dizendo quando a linha é uma conferência, e entra em `_DISPENSADAS` para calar já no tique seguinte.","O dado gravado é o mesmo (`ordens_dispensadas[chave] = {quando, arranjo}`), mas: (a) o HTML grava no clique, a GTK espera o ""Aplicar""; (b) na GTK o ⊘ só existe em ORDEM, no HTML ele está em toda linha e as conferências recusam com frase; (c) a dispensa do HTML não muda selo de topo nenhum, porque não há selo de topo."
08-conexoes,"Reabrir uma ordem ignorada (""Ver as ordens ignoradas"")",DIFERENTE,_ordem_calada,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py,src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:547 · src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:883 · src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:1009,src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py:4624 · src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py:4693 · src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py:939,"O selo do topo ganha um botão `[Ver quais]` quando há ordens caladas, e ele revela os cards dispensados (sem os dois botões).","O ⊘ virou INTERRUPTOR em 06/09/2026 (decisão 08-Q5 dela): a ordem calada continua na lista, em cinza, e o MESMO botão a traz de volta. Desfazer é gravar `arranjo=""""` — `machine.declare` não tem verbo de remoção —, e um arranjo vazio não casa com arranjo nenhum, logo a ordem volta a falar.","`ordens_da_mesa.ordens_caladas` tem chamador só na GTK. O próprio desenho registra que a saída é decisão dela — mas hoje o ⊘ do HTML é uma porta sem volta. || DECIDIDO em 04/09/2026 — A linha fica na lista, apagada, e o mesmo ⊘ desfaz. Onde está escrito: `docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md` §2 `08[05]`, sobre a pergunta [05] de `docs/process/sprints/2026-09-04-DECISOES-DELA-08-conexoes.md`. Não espera mais palavra dela. || REMEDIDA em 06/09/2026 pela PARIDADE-REMEDIR-01, com o endereço lido no código. A frase ""uma ordem dispensada só volta se o arranjo dos cabos mudar"" caiu no mesmo dia. DIFERENTE e não IGUAL porque as superfícies são as que ela escolheu: a GTK põe um `[Ver quais]` no selo do topo e REVELA os cards dispensados; aqui a linha nunca sai da lista — fica apagada, e o mesmo ⊘ desfaz."
08-conexoes,Ambiguidade fina das ordens (quem é quem no barramento),FALTA_NO_HTML,identidades(leitura.censo),AUSENTE,LADO-HTML,src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:913 · src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:1078,src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py:1677,Passa `identidades(leitura.censo)` para o card e desambigua a ordem quando dois aparelhos iguais poderiam ser o alvo.,Nada. `examinar-portas` chama `exame_da_mesa.exame(...)` e guarda os itens crus em `_EXTRAS`; `identidades` não é chamada.,"Grep em `interface/` não acha uma chamada a `identidades`. Com dois adaptadores do mesmo modelo — que é a bancada dela, medido: três `2357:*` — a ordem do HTML pode nomear o errado. || REMEDIDA em 06/09/2026 pela PARIDADE-REMEDIR-01 com a medição da `CONEXOES-LIGAR-TUDO-01`, e A PREMISSA DESTA LINHA CAIU por duas vias: (1) o cartão nomeia o alvo por `ordem.alvo.caminho`, o endereço de barramento (`3-1.2`), que é único por aparelho por construção — ele não tem como nomear o errado; (2) `ambigua` tem UM consumidor em toda a árvore, `ordens_da_mesa.resposta_ao_ja_movi:911`, que é a resposta do botão ""Já movi — reexaminar"", e esse botão ela mandou tirar em 31/08. Continua FALTA_NO_HTML porque a GTK ainda desambigua e o HTML não, mas é dívida CONDICIONAL: ela volta com o ""Já movi"", e aí a cura é uma linha. || VEREDITO REMEDIDO em 06/09/2026 pela PARIDADE-CRUZA-O-MAPA-01, e ele NÃO MUDA — o que muda é a RAZÃO, e ela passou a ser medida em vez de suposta. Rodei o desenhista do cartão do HTML com uma `Ordem` de verdade (`a08_conexoes._card_da_ordem`, alvo `Identidade(vid=2357, pid=0604, caminho=3-1.2, ambigua=True)`): COM `destino` o cartão imprime `<span class=""caixa"">3-1.2</span>` — o endereço de barramento chega à tela e nomeia o aparelho sem ambiguidade possível, porque `caminho` é único por construção; SEM `destino` a receita inteira não sai e NADA no cartão diz qual dos três `2357:0604` é o alvo. E o próprio dono escreve que nas DUAS ordens desta máquina o `destino` é vazio (`a08_conexoes.py:1285-1289`). Então a resposta NÃO chega à tela hoje, e por `D-0609-ADIAMENTO-NAO-E-REMOCAO` (*""se a resposta não chega à tela, é FALTA""*) a linha continua `FALTA_NO_HTML`. O que sai daqui é a frase 'a ordem do HTML pode nomear o errado', que é FALSA; o que entra é 'o HTML só nomeia o alvo quando a ordem tem destino, e as desta máquina não têm'. A dívida segue CONDICIONAL: `ambigua` tem UM consumidor em toda a árvore (`ordens_da_mesa.py:928`, dentro de `resposta_ao_ja_movi`), cujo único chamador é `secao_exame.py:954` — o botão 'Já movi', que ela mandou tirar em 31/08 e que é a linha 269 desta planilha."
